Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
02/02/2021,6.357647092165286e-05,4.659267946892019e-06,-8.367732098913925e-06,1.1710374207801759e-05,1.4415446420461285e-05,6.677047866602405e-06,1.7987766630148638e-05,-3.356617970264388e-05,-4.196506525093142e-06,0.00033693672479751175,-0.0009476192012842692,0.0015346217702949727,-4.476257559420603e-05,-0.00012027111955033727,-4.915647235914177e-07,2.1561758181132415e-05,7.012260918915866e-05,-0.0006195872349355834,-0.0001496740041519524,-0.0007616395731525705,-7.123483962229116e-05,-6.344599296462479e-05,-0.0004693122841073665,0.0001550020508549632,-1.503800845903379e-05
02/03/2021,8.878580085442738e-05,7.790618006952804e-06,-8.879917499872414e-06,9.156735130870875e-06,1.3097756045406534e-05,6.033198056356014e-05,1.9086740543016337e-05,-6.0651418304963936e-05,1.9072097049753487e-05,0.000277913752163115,-0.0007215527732365929,0.001803482799649379,-4.757786961427407e-05,-8.60673123416782e-05,-5.729414836249458e-06,1.8351403035100236e-05,2.5536706808377716e-05,-0.00022353133055009013,-0.00013273577146892307,-0.00044199545552411413,-7.108102974369592e-05,-5.485960710980508e-05,0.000348113468354465,0.0002270528941995289,-2.6587887740029543e-05
02/04/2021,0.00010670848007606973,5.763190994494172e-06,1.6503079740549411e-06,6.492282396890606e-06,1.693672271682996e-05,0.00010616301900197254,2.0123477535813773e-05,-4.5805627005558746e-05,1.1690627278565978e-06,0.0004656157891495651,-0.0007153834652352834,0.0008338474910924287,-3.25446848185249e-05,-5.981307901087599e-05,-3.900308898502667e-06,2.6389568263534076e-05,-0.00014771413746955857,-0.0004159229594565931,-0.0001115003851926757,-0.0005205139028360823,-5.752877675195457e-05,-2.3550071505429697e-05,0.0004620622026053554,0.0003326117538490882,-1.584507347400588e-05
02/05/2021,0.00010317792404649972,7.828170188423359e-06,4.432809332744052e-06,1.1134110621515907e-05,3.135650381059527e-05,8.150682651239475e-05,4.167116557793014e-05,-6.239267507080726e-05,4.637583902924285e-06,0.0005591078495614879,-0.00046174228941157414,0.0011231381694671325,-1.8036197054342466e-05,-9.08170270123256e-06,-6.724531312734124e-07,1.9850331201220337e-05,0.00014516153643208166,-0.0001732234902289945,-0.00012700899491184018,-0.00029751418385755583,-3.2316458601649596e-05,-2.3904450075407333e-05,0.0008463418892176512,0.00041398536902341373,-1.2763222129333264e-05
02/08/2021,0.00015884968360647185,1.0542469432818887e-05,2.1460017515681164e-05,1.5820394929826022e-05,6.023739839218038e-05,0.00016219177324504772,5.859716436651877e-05,-6.186620289215392e-05,1.3763093628702437e-07,0.0005479101537480088,-0.00034048596897525563,0.001427772028334697,5.471959366030389e-06,7.030349072664426e-05,2.973121619227343e-06,4.370576913298553e-05,0.0004280505656617432,0.0003781027878804009,-0.00011217079755477714,-0.00027197931893513925,-4.145757172043396e-05,-3.406417861410299e-05,0.00176835791744403,0.0004525896657510582,-9.415661968043205e-06
02/09/2021,0.00012930006537353007,1.2805558819718727e-05,3.2729418634789064e-05,1.657302921089289e-05,5.9234065488156546e-05,7.037333281799792e-05,6.857636335996325e-05,-2.043166147175375e-05,1.4119193892250943e-05,0.00033581975982060667,-0.0006697909948549346,0.001386712857906555,2.762309886122045e-06,4.4459324748939175e-05,9.865205294190427e-06,4.838198878175588e-05,5.8407146371759546e-05,0.0003784683558851732,-9.313667816203896e-05,-0.00010036889670713988,-4.868436876188203e-05,-4.793951214911649e-05,0.0018870872228077952,0.0005437687153460395,4.009252038961826e-06
02/10/2021,0.00011063020294597379,9.573516682331517e-06,4.004386788300703e-05,1.3956200219023005e-05,5.687467580997767e-05,3.5585115801250906e-06,7.080852295498002e-05,-5.3119465065115295e-05,-6.802600375792227e-06,0.00011047241729253668,-0.0005430935585442651,0.0011843561584214317,2.042989398286597e-05,4.580420365335898e-05,5.245541145610905e-06,5.537331489157588e-05,0.00014036163225424175,0.00011525781602349412,-6.522695275865293e-05,0.00024001777670177313,-5.809560402914653e-05,-0.00013637440549547783,0.002120265784705102,0.00028523213090588103,9.575401111584533e-07
02/11/2021,8.16705971414251e-05,2.176687673198513e-06,2.772730775284935e-05,-5.092637795212154e-07,3.840926918562883e-05,1.7770476003339644e-05,4.345660795466267e-05,-1.5264090391456193e-05,-1.5395228505861918e-05,2.2529220668242072e-05,-0.0004222961569386402,0.0005443204525540761,3.8457079400797475e-05,4.605784279470423e-06,6.958525182243984e-06,9.271596160260415e-05,0.00010246416745636458,-4.710270283099404e-06,-2.827512684028869e-05,-0.00023954831094068197,-5.6332557111636156e-05,-0.0001152295756333623,0.0012700483798305116,0.00023538548268113438,7.092153483117786e-06
02/12/2021,0.00011053198609690373,-1.7890384201685983e-06,3.3510592571300754e-05,-4.581979513064737e-06,4.816651344299316e-05,-1.2627996174075893e-05,5.292643373305247e-05,1.889780128304209e-05,-1.1638930192464668e-05,1.5234252402795018e-05,-0.000728922470355996,0.0008567431774650689,7.151398577387987e-05,7.929995088567792e-05,1.0492291437312075e-05,7.595502121080999e-05,-8.476909054950514e-05,0.00024418839455173357,-4.381682371328919e-05,-0.0005267190193449558,-6.682984488967891e-05,-0.00013555728818449354,0.0014983224696973228,0.00026823842006500244,-4.9478353345026894e-06
02/16/2021,9.582703066811136e-05,-1.2802393224105123e-05,3.1473807407874224e-05,-5.437213644676941e-06,4.7996324134412845e-05,-8.397835306495668e-05,5.359353202239395e-05,2.4560023226089013e-05,-1.817545702339969e-05,-3.638081442313324e-05,-0.0006849465249967174,0.0012368098122371085,0.00010943469488445767,0.00013919852953228962,1.8322892648492743e-05,3.557606499328704e-05,-0.0002650278546062463,0.0004459353487281412,-2.7713941475386174e-05,-0.00038681605225424494,-8.086045222931658e-05,-0.00014150441139330617,0.0016772360797094737,0.0002475429416785938,-9.600885002543728e-07
02/17/2021,4.42972719677146e-05,-1.291943618918885e-05,5.434685307921112e-05,-2.6614725156844727e-06,3.623888579019033e-05,-2.7047800039789165e-05,5.1389133347723094e-05,6.640013602568563e-06,-5.339447306744365e-05,-0.0002476388104935208,-0.0005966816005632058,0.0017463569865018877,9.809897199218815e-05,6.360913930453073e-05,1.703487369608141e-05,-8.185834097741266e-05,-0.00034905163665553766,0.00038431181922856885,-5.251033023350319e-05,-0.0003389837182630536,-6.76357378910858e-05,-0.00012594692678260155,0.001511999764998612,0.00019183207800742638,-9.827420968090032e-06
02/18/2021,2.863277044469572e-05,-1.2857627861834715e-05,6.099955781433686e-05,-2.4905027631017817e-06,6.0044846253241415e-05,-7.020176331232077e-05,5.737694385773284e-05,5.849828402451805e-05,-3.085887319216449e-05,-0.00013844261420317615,-0.00038855050356333495,0.0019128090344650846,0.0001434770239463557,0.00011787602251454076,3.077260208517186e-05,-5.1821879896927005e-05,2.6298585945011168e-05,0.0007485664411426169,-4.4430794959766316e-05,-0.00023098374659137307,-2.9705977503422747e-05,1.441146941166035e-07,0.0009583343159068714,0.0004075385548011151,-3.5973888843864846e-06
02/19/2021,4.832911492520927e-05,-1.0128362373066345e-05,7.836685390753945e-05,7.695547535955462e-06,6.094426405754491e-05,-5.1084837973019724e-05,6.090853251676247e-05,7.009503057443235e-05,-2.0183942193303764e-05,-0.0001755371965814283,-0.0003452910000557216,0.0016589895893705132,0.0001481894486239469,0.0001275824318903419,2.9475081110040405e-05,-4.740690013833083e-05,0.00019478976119010122,0.00047499666278930113,2.4364258713543772e-05,3.655925856115202e-06,-1.5927765110778555e-05,3.824300223877333e-05,0.0016248884091042976,0.0005300037205460404,-3.3403671067322296e-06
02/22/2021,1.9712918415123676e-05,-6.798321311421153e-06,6.813899173296594e-05,1.1555736286206215e-06,3.357979322348305e-05,-1.459645092369649e-05,4.373712436282877e-05,0.00010062936784912452,-2.8542181880484627e-05,-0.0003214069854994869,-0.000516466946453075,0.0022265449954754195,0.00014060386832741306,4.603129869313715e-05,3.0167378953714828e-05,-1.5627083462096658e-05,9.387526875275881e-05,0.000228771561960194,-3.708669704664473e-05,1.0867138018851256e-06,-2.8345137211977126e-05,1.5069260805539553e-05,0.000623000760445956,0.000471200677678946,6.836279151291065e-06
02/23/2021,-1.5090530381397475e-06,-7.4579180957000044e-06,3.996819081785045e-05,-4.381764161253448e-06,3.5578285548187476e-05,4.645840002487826e-06,3.863073484989145e-05,9.409123453663037e-05,-2.9750101666905077e-05,-0.00038787833707748444,-0.0002748943246981131,0.0012088158924999633,0.0001741757752657028,0.00015807726272917366,2.3932958619588966e-05,-5.3357361316037444e-05,0.00011562996163652859,0.00039977329311985106,-3.469282730908647e-05,-4.513450081242101e-05,-3.3902557747175344e-05,3.952297452999527e-05,0.00020115466213777136,0.0002718098958333333,-3.953401510072126e-06
02/24/2021,-2.656415518794028e-05,-6.236057392724912e-06,1.897109376994104e-05,-9.915113632605377e-06,2.1205767597905378e-05,8.483554325107414e-06,2.2235219250111982e-05,7.812286619058414e-05,-2.4328473990115706e-05,-5.77914394644726e-05,-0.00023529765129710217,0.00010045459000419541,0.00011500269901533357,0.00010651072681627358,2.755913094398853e-05,-4.174479527185565e-05,-2.2789280535257203e-05,0.0004262953437976658,-2.0502197672313472e-05,-0.0002602506599453129,-2.8449656732779315e-05,4.802651219290584e-05,-0.0001404799390897766,4.8254931597682286e-05,-7.5421000022123494e-06
02/25/2021,-1.9058699500984967e-05,-9.375004870064583e-06,1.9249654003418317e-05,-2.2040318259879973e-05,4.025106301817249e-06,-8.324791775559427e-06,4.440028917843836e-06,0.0001008934878805904,-4.079745423885547e-05,0.00023553800596276282,-0.00017229604359237836,0.000261157831869831,0.00013020038383119474,0.0001358915636810574,3.8533028740781726e-05,1.6041005789214327e-05,-8.213505018180198e-05,0.00044834897000734094,-1.7761163240159886e-05,-0.00046978034906215965,-2.9773751174308676e-05,3.265067128011374e-05,-0.0003087949395594622,8.925805232614468e-05,-4.066504739485472e-06
02/26/2021,-3.457065658700137e-05,-1.0330672632490863e-05,-2.710944949458251e-06,-1.5044772917878628e-05,-5.375704292935689e-06,-6.466143212505446e-05,-5.131543947502264e-06,9.713141746770323e-05,-4.91949275637881e-05,0.00029371139085871827,-0.00012409669461642566,-0.00012268862700408784,8.666290514007913e-05,9.215817285441376e-05,2.655799875776592e-05,1.8107498244142695e-05,-0.0002902801967794176,0.0003686992262512002,-3.593986563328319e-05,-0.0006304413244131934,-2.0559019231987467e-05,7.3746165908783485e-06,-0.0007704841678276325,-5.028941817674027e-05,-1.0617835119309279e-05
03/01/2021,-2.604494765813802e-05,-9.777567365712007e-06,-2.0960075926285904e-07,-1.3217682025366736e-05,-4.70131285855906e-06,-3.448596959289713e-05,-3.976476315488511e-06,6.959961228020943e-05,-4.5835227376221276e-05,8.410721141132584e-05,2.0260749381330573e-06,-0.00019699608900521754,3.923506132015853e-05,2.054564076819611e-05,1.4706295165081705e-05,-4.439045532501734e-05,-0.00027886487710935116,0.00023272090150649582,-3.154839118840229e-05,-0.0007599187375221209,-2.0603720487442747e-05,-2.043242583403716e-05,-0.0009906482802345855,-0.00011117707295713622,-7.434198933577132e-06
03/02/2021,-2.4522158644282708e-05,-7.0846415968042845e-06,3.2419051080226595e-06,-1.9453292689568564e-05,-5.8211753300676325e-06,-1.7330614911973142e-05,-4.343186972955284e-06,0.00011264477759586254,-6.19263140957025e-05,0.00014620706148175537,0.00018195203817331624,0.000844105303410691,8.285341047292319e-05,9.495853455761243e-05,1.4811500412001617e-05,-5.411596048939595e-05,-0.00039899329471215414,0.0005224849733392132,-7.286622774933343e-05,-0.0005329669541508397,-2.628901490185305e-05,-1.0192074053276621e-05,-0.0010468075316461543,-0.0001566186988651251,-5.863270147208875e-06
03/03/2021,-3.506849315068493e-05,-1.124573749165659e-05,-3.538218517887264e-05,-2.0991592177974394e-05,-2.0184589279143213e-06,-4.897412693382736e-05,-5.949327350188743e-07,0.00010654393730713714,-7.897381238924814e-05,1.1319751245129233e-05,0.000418078584294956,0.0004588595797274345,7.439336950613983e-05,0.00016262688077763426,1.782025808306517e-05,-8.119923630295037e-05,-0.0005178727673498784,0.0007549447942567869,-5.447514023404968e-05,-0.0006776682279316699,-1.3378845516419751e-05,3.371602832369407e-05,-0.0012849391072867198,-0.0002554962183605797,-2.0845183317629015e-05
03/04/2021,-5.1249658212451784e-05,-1.2764867193973157e-05,-4.392308818477931e-05,-1.9367208549454947e-05,-1.0582126890713978e-05,-0.00010983987201419347,-1.1369761487670125e-05,8.16274624251091e-05,-7.004764793956344e-05,-6.748084093388862e-05,6.9082953935626875e-06,-0.0005898042556160383,9.012785209618318e-05,0.00010609759866163636,1.6657756292329337e-05,-0.0001373005573079358,-0.0004854964985962272,0.0006838555913658154,-7.416739203782174e-05,-0.0009123563449698742,-1.3827019200472345e-05,1.011256497068811e-05,-0.0018062035262527355,-0.00027445673224751015,-2.4436736385587e-05
03/05/2021,-4.035522214765278e-05,-8.851840612425372e-06,-4.552241953088481e-05,-1.4340258173544505e-05,-5.797911992463677e-06,-4.5057151439457416e-05,-5.951378005534776e-06,5.275242127761764e-05,-3.2194144117264553e-05,-5.408044357661052e-05,-2.3840100196456182e-05,-0.000870571398510938,5.424528785593824e-05,3.912221869935277e-05,1.4998800661374672e-05,-0.00012625523579542879,-0.00037736376469272806,8.748906386701662e-05,-6.247486591110672e-05,-0.0006669454381117983,-1.5768758058541705e-05,1.4392923904936064e-05,-0.0012364033795627478,-0.0002624896749714977,-2.5020894552016874e-05
03/08/2021,-2.944629108219573e-05,-8.408853375551191e-06,-4.7684404495303374e-05,-1.157722321649669e-05,1.6289978602062735e-06,-2.326609607859404e-05,2.0829651168066654e-06,7.390580171376469e-05,-2.5269447264885804e-05,0.0001359685304693338,0.00033792845713954056,-0.0006658176600739143,6.422927907431621e-05,7.979428978841672e-05,2.236057694177306e-05,-9.962057459514078e-05,-0.0003715480784144115,0.00042104622481363874,-1.9254750717921305e-05,-0.0004278765724213389,-1.2394031867311341e-05,4.039675193068948e-05,-0.0011772484743194746,-0.0002646852747799949,-2.4304476013953453e-05
03/09/2021,-5.001786179204715e-05,-1.2391777563965328e-05,-6.390946818422838e-05,-1.8046589877585498e-05,-1.1425901936310367e-05,-8.422226336940935e-05,-1.2169171410074726e-05,9.260489834665403e-05,-5.471127550750249e-05,3.1815381988238674e-05,0.000666979387589458,-0.001539022719156831,5.463046004185745e-05,6.515077971005235e-05,2.3352360783266265e-05,-0.00014022343981808105,-0.00035693038048056783,0.00038997372028384196,-7.154743916976821e-06,-0.0008548265752443059,-7.439470957539081e-06,1.2893820532563382e-05,-0.002029033656077464,-0.00038929032600243174,-3.654431307404026e-05
03/10/2021,-2.2792909856023563e-05,-7.843999930600217e-06,-5.07977925971568e-05,-1.2453462586509382e-05,-7.90389078967976e-06,-2.495496762660109e-05,-6.9669412118350235e-06,7.406356331463162e-05,-1.7361899724567295e-05,2.6021481880056417e-05,0.0006667294635134187,-0.0010724845550314777,4.852578320326933e-05,0.00016362185058964117,2.1264722818205445e-05,-9.743616088966987e-05,-0.00015969113987055305,0.0006425727003968935,-1.139995864679904e-05,-0.0006326009171568074,-2.1518347385305026e-06,3.0477637145973635e-05,-0.001432100931803384,-0.0003807977390373582,-2.6680976615434358e-05
03/11/2021,-3.1532819943027485e-05,-8.236306765396941e-06,-5.881608253260029e-05,-1.865393927483143e-05,-1.269556587472613e-05,-3.286358083738116e-05,-1.0909655295992506e-05,8.982226894106375e-05,-2.0687452954847018e-05,4.411325700969796e-06,0.0007867746309142931,-0.00214120792650585,7.76031911618336e-05,0.00022101769530650798,2.8373193297062477e-05,-8.75582135358191e-05,-0.0003833192280590183,0.0010469014740582393,-5.181417728154199e-06,-0.0006289380392844314,-3.79378786492087e-06,4.650679042751156e-05,-0.0017948530396605324,-0.0004732549608543351,-2.547526608073748e-05
03/12/2021,-2.2134825653638207e-05,-8.036773459926724e-06,-6.771895316886644e-05,-1.9327176611630617e-05,-1.3085807947361653e-06,1.8411741005999816e-05,-9.079108793523273e-07,0.0001461395440009853,-2.923823648559908e-05,0.00010105768288347875,0.0009660784012503719,-0.001282384316339079,7.186855297852599e-05,0.0001672070897267964,3.709288849934867e-05,-0.0001024487235769346,-0.00032072813610760814,0.0012317345213128737,-3.515093915445149e-05,-0.0006462469415041111,-5.852968411701315e-06,3.510723529666592e-05,-0.0013069294802518145,-0.00049836733092455,-1.954858500555576e-05
03/15/2021,-7.371856115978019e-06,-7.922351518287888e-06,-7.864889901788788e-05,-1.224656587214261e-05,-5.322618285403669e-07,5.0727573952937956e-05,-7.358842355266399e-07,0.00013329917472369696,-2.2798691850141163e-05,0.00019597501112593994,0.0016527021120156977,-0.0017364850614760197,7.222069947699813e-05,0.000254637530695925,4.5929289800639656e-05,-4.1462501162999105e-05,-0.00012194213940013126,0.0021361698664671986,2.06994660163617e-05,-0.0006791108183766224,8.30183883005686e-07,6.665164305013386e-05,-0.0011992131919453673,-0.0005241551007910375,-2.1555645376528914e-05
03/16/2021,1.720765483078112e-05,2.4890288877625604e-07,-3.982195586198634e-05,-3.891237354226194e-06,7.728902034823719e-06,8.45958396656535e-05,7.988589082345712e-06,9.801676944409682e-05,1.735091948993924e-05,-9.000277593319913e-05,0.001019459530956623,-1.1844231451157934e-05,3.1897931678538006e-05,0.00017053341760755317,1.7315545735485376e-05,-1.918860191875147e-05,0.00021032337578318736,0.0009750489983667906,1.0874700656622076e-05,-0.0005948189339298103,4.983207057120154e-06,4.953179542210952e-05,-0.0005354007604760505,-0.00039171898521161123,-2.3025715225572477e-06
03/17/2021,2.7409787083358444e-05,5.467402021715079e-07,-3.055542679407186e-05,-7.374530441839525e-06,8.440454178095524e-06,7.554255653222589e-05,8.49591084094366e-06,6.248715686413325e-05,-1.2068565311613847e-05,-0.00017387240115690337,0.0008990433120701268,0.00033664636101314523,2.655083632539182e-05,0.00013788783857833124,1.2800090069625223e-05,-1.6171810448836962e-05,0.00042274945807121707,0.0008565791926395461,2.451742378469679e-05,-0.0004741255598826711,1.2217811431703357e-05,8.689088969679051e-05,-0.0004945005991084896,-0.0003963472613774777,-3.6768512949359287e-06
03/18/2021,1.6778210800579545e-05,7.147321786030317e-08,-2.8878783779233763e-05,-8.097638651458187e-08,4.982559704977643e-06,0.00010185325814054068,4.547741708616003e-06,3.4138224520842535e-05,-6.698736586501721e-06,-0.00032799679787853445,0.0008043747930493051,0.00037214769461524897,5.877068213566752e-06,4.2994271132003515e-05,9.344878456524556e-06,-3.932416786669048e-05,0.00034324011203196934,0.0004356812958495343,1.5017202040656163e-05,-0.00043631206638637085,1.681589605408723e-05,-1.7690389812637564e-05,-0.0008083262264254605,-0.00043771862090419413,-8.171634085232763e-06
03/19/2021,-2.325374095236557e-06,-1.6992515518835317e-06,-3.50463953996083e-05,-4.60391397906834e-06,-1.3580322265625448e-06,0.00011827017880151628,-2.6259878334257244e-06,2.8837586209474485e-05,-1.5664330085124352e-05,-0.0005370284026523807,0.0009512018359705296,-0.00011765541920121485,3.356390092803873e-05,7.090905844741932e-05,6.213950117233619e-06,-3.186302593395966e-05,0.0005280675245614172,0.0001376785297803583,3.143504188020962e-05,-0.00045781719387982296,1.891797803126387e-05,-4.5071568767038705e-05,-0.0008058131521966259,-0.00035680370713982553,-1.067862597992062e-05
03/22/2021,-1.1953271850238757e-05,-2.026414588145203e-06,-3.43991328023952e-05,-2.8608332617601317e-06,-2.2833867709780343e-06,7.523658321198996e-05,-1.438491375040836e-06,4.97538353223351e-06,-9.128451208393073e-06,-0.0003552889179837328,0.00036417083158211483,-4.824976291369571e-05,1.0327304382286086e-05,-2.5054587047438263e-05,2.3686167551725705e-08,-9.468513327128732e-06,0.00022062471626112175,-3.4112242910893116e-05,1.900094681561419e-05,-0.0001296480520438901,7.0468629056279875e-06,-4.688461075090189e-05,-0.000616239173142905,-0.00010862813820103572,-1.492312630485789e-05
03/23/2021,-3.3856308748693034e-06,-4.485659103119977e-06,-2.3967095634182847e-05,-2.8081965819437623e-06,-5.091533406090148e-06,9.818523531422093e-05,-4.8086885686834966e-06,5.196478601582174e-06,-1.3576682655564006e-05,-0.0008643967243590259,0.000908934878225565,-0.00047445358710550625,4.462312931934326e-06,-7.879284105901708e-05,-2.524302077996653e-06,9.543898154890908e-06,0.000489873843434956,-8.694826836816793e-05,7.811713787757756e-05,1.9680380648201677e-05,3.925090801427302e-05,-3.867732520770646e-05,-0.0007003360770705261,-6.456763073541411e-05,-1.6696668021537962e-05
03/24/2021,1.713107543031677e-05,-2.377778986757135e-06,-1.6010018895829953e-05,3.68846339388483e-06,-1.8625249364258155e-06,0.00013190786594390058,-2.6060493653415325e-06,-9.741791819657077e-06,-9.412336402292154e-06,-0.0005994459902397859,0.0011348018669004628,-0.000564098512520486,-1.0365178719464258e-05,-7.935878104912309e-05,-3.5827970019143757e-06,2.9254922523656365e-05,0.000639423731713556,-0.00012592207721236656,9.291030388317534e-05,0.0003342300041238122,2.8254358723942967e-05,-3.305197120984583e-05,-5.6798740148049994e-05,4.7400571623969255e-05,-1.4579928943570516e-05
03/25/2021,3.4035781361911535e-05,-1.8750641441191172e-06,-6.416803689566257e-06,6.34250466829218e-06,3.501480033560478e-06,0.00013745656453940762,4.698854178655025e-06,1.6323893167174109e-06,-8.393706567426679e-06,-0.0006007883789186698,0.0010690179199419347,-0.0002107089557543578,-1.521434191015201e-05,-7.820537238144824e-05,-2.6190451191562464e-06,9.293414811298587e-05,0.0007589838909541511,-1.267640019806338e-05,0.00011372925083520866,0.00048795946739403856,3.196182397227108e-05,-3.6517684965193956e-05,9.704450544856626e-05,5.8254162059168455e-05,-8.570723323337965e-06
03/26/2021,8.279021620725045e-06,-3.9456543349614973e-07,-4.997529493151012e-07,2.8946310369567315e-06,-4.0276888138736725e-06,7.373815293908587e-05,-5.067291249011718e-06,-1.696862499908816e-05,4.05921779556797e-06,-0.0006816197656175729,0.0011934468826276272,0.0004248167991692597,-4.292576186678322e-06,-6.864654749053616e-05,-1.1588814816782206e-05,0.00012743636947213727,0.0008359541857066211,0.00011614463920008525,0.00014260430728198396,0.0007199742231576931,3.174439929987198e-05,-3.390917587857245e-05,0.00019084758243206307,-5.7288172108380334e-05,-6.214356912797501e-06
03/29/2021,2.0055026159253112e-05,2.9764559110213864e-07,1.069462653599956e-05,2.794381757438724e-06,-1.0602971365405965e-05,9.909695970720806e-05,-1.0977592761994686e-05,-2.4235730977148824e-05,5.960441940571514e-06,-0.0007562235005022759,0.0009956754247146134,0.001217286844344209,1.563765409198479e-05,-4.662221041152123e-05,-1.1307036204642693e-05,0.00010407907228818315,0.00084522412299996,0.0001364373541497565,8.954639792270455e-05,0.0010816015076297693,2.7735784157713787e-05,-1.3187938534576847e-05,0.0008111393172451015,-6.17738337873895e-05,-1.2614679883445544e-06
03/30/2021,9.354873096230665e-06,2.9200989496945807e-06,2.9906406497425403e-05,5.256725069561407e-06,-7.474168664861733e-07,0.00013647169571264297,-2.8561529909271324e-06,-2.8505913658683584e-05,1.2066753618479775e-06,-0.0007326983281156331,0.0009538747675835416,0.0012998941455748395,6.715836814290309e-06,-9.689055929260624e-05,-1.5181320276161331e-05,0.00010720429633495068,0.0008501152559973966,-0.00029815769409580076,8.876168395078601e-05,0.0014073699910643882,3.117162397997152e-05,4.568129077055201e-06,0.001001941850037499,-2.4793620484276865e-05,1.1037925945968662e-06
